,Title,Genre,Time,Age,Actor,Area,Place,Period,Tag,URL
7436,뮤지컬 ‘터닝메카드’ - 수원,뮤지컬,70분,24개월이상 관람가능,,경기,경기도문화의전당 대극장,2016.07.02 ~ 2016.07.03,판매종료좌석우위,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005340
7437,우주최강 코믹 홀로그램 뮤지컬〈라바〉 - 부산,뮤지컬,60분,24개월이상 관람가능,,부산시,부산금정문화회관 대공연장,2016.07.02 ~ 2016.07.03,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006698
7438,(2016 어린이율동놀이뮤지컬) 호비쇼 - 전주,뮤지컬,50분,24개월이상 관람가능,,전북,한국소리문화의전당 연지홀,2016.07.02 ~ 2016.07.03,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005210
7439,가족 뮤지컬 〈뽀로로와 노래해요〉 - 아산,뮤지컬,60분,20개월이상 관람가능,,충남,아산시 여성회관（구.시민생활관）,2016.07.02 ~ 2016.07.03,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005635
7440,제10회DIMF 특별공연_뮤지컬 ‘투란도트’ - 대구,뮤지컬,140분(인터미션:20분),24개월이상 관람가능,,대구시,도봉구민회관 대강당,2016.07.07 ~ 2016.07.10,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007316
7441,창작 뮤지컬 “레미제라블” - 태백,뮤지컬,110분,만 7세이상,,강원,태백문화예술회관 대공연장,2016.07.02 ~ 2016.07.02,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007161
7442,가족뮤지컬 “인어공주” - 광주,뮤지컬,60분(인터미션:60분),24개월이상 관람가능,,광주시,광주문화예술회관 소극장,2016.07.02 ~ 2016.07.02,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006646
7443,가족뮤지컬 〈프린세스 공주뮤지컬쇼〉 - 군산,뮤지컬,65분,24개월이상 관람가능,,전북,군산예술의전당 소공연장,2016.07.02 ~ 2016.07.02,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006004
7444,［클래식 동요 뮤지컬 - 꿈꾸는 쌩상］ 신도림,뮤지컬,55분,전체관람가,,서울,신도림 테크노마트 12층 프라임아트홀,2016.07.01 ~ 2016.08.28,판매종료좌석우위,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005538
7445,뮤지컬 〈비스티〉,뮤지컬,100분,만 13세이상,"정동화, 김종구, 정민, 주종혁, 배승길, 고훈정, 송유택, 이규형, 고상호",서울,대명문화공장 1관 비발디파크홀,2016.07.01 ~ 2016.07.10,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006425
7446,뮤지컬 〈맘마미아!〉 - 전주,뮤지컬,160분(인터미션:20분),만 7세이상,"박지연, 김금나, 최정원, 신영숙, 김영주, 전수경, 홍지민, 이경미, 남경주, 성기윤, 이현우, 정의욱, 오세준, 호산, 정철호, 유승엽, 정설웅",전북,한국소리문화의전당 모악당,2016.07.01 ~ 2016.07.03,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005228
7447,뮤지컬〈왕세자 실종사건〉- 부천,뮤지컬,120분(인터미션:10분),만 12세이상,,경기,복사골문화센터 아트홀,2016.07.01 ~ 2016.07.02,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16002120
7448,2016대한민국소극장열전-뮤지컬 55일,뮤지컬,90분,만 11세이상,박명선,경북,소극장 공터다,2016.07.01 ~ 2016.07.02,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007124
7449,코믹뮤지컬 보카피플 내한공연,뮤지컬,85분,미취학아동입장불가,,서울,블루스퀘어 아이마켓홀,2016.06.30 ~ 2016.07.03,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005851
7450,제10회DIMF 창작지원작 뮤지컬 ‘장 담그는 날’ -대구,뮤지컬,100분,미취학아동입장불가,"정은규, 송석근",대구시,문화예술전용극장 CT,2016.06.30 ~ 2016.07.03,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006668
7451,어린이 영어 뮤지컬 〈트레이시 파티〉 전국투어 - 춘천，원주,뮤지컬,60분,20개월이상 관람가능,,강원,강원도 청소년 수련관,2016.06.30 ~ 2016.06.30,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005196
7452,베어 더 뮤지컬(bare the musical),뮤지컬,165분(인터미션:15분),만 15세이상,"정원영, 손승원, 박강현, 김승대, 성두섭, 서경수, 최서연, 민경아, 주민진, 신동근, 송이주, 백주희, 최현선, 안상은, 배명숙, 김방언, 김수언, 문남권, 송나영",서울,두산아트센터 연강홀,2016.06.29 ~ 2016.09.04,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005249
7453,어린이 뮤지컬 “겨울왕국 원작 눈의여왕” - 대전,뮤지컬,60분,전체관람가,,대전시,갤러리아 타임월드 10층 공연장,2016.06.29 ~ 2016.07.24,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007714
7454,윤학 클래식뮤지컬〈첫사랑〉,뮤지컬,120분(인터미션:15분),만 7세이상,,서울,흰물결아트센터 화이트홀,2016.06.29 ~ 2016.06.29,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005792
7455,20세기 클래식 ‘팝페라＆뮤지컬’,클래식/오페라,60분,만 7세이상,,경기,반석아트홀,2016.06.29 ~ 2016.06.29,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006069
7456,어린이뮤지컬 “황금거위” - 광주,뮤지컬,60분,전체관람가,,광주시,롯데마트 월드컵점(풍암동) 3층 레미 어린이극장,2016.06.28 ~ 2016.07.23,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007719
7457,어린이뮤지컬 “개구리 왕자” - 울산,뮤지컬,55분,전체관람가,,울산시,울산 레미어린이극장,2016.06.28 ~ 2016.07.23,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007405
7458,어린이뮤지컬 “라푼젤” - 서울금천,뮤지컬,55분(인터미션:5분),전체관람가,,서울,"빅마켓(구,롯데마트 금천점)3층 레미어린이극장",2016.06.28 ~ 2016.07.23,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007542
7459,어린이뮤지컬 ＂벌거벗은임금님＂- 광주,뮤지컬,55분,전체관람가,,광주시,롯데마트 수완점 4층 어린이극장,2016.06.28 ~ 2016.07.23,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007630
7460,가족 뮤지컬 시크릿 쥬쥬,뮤지컬,50분,전체관람가,,서울,불광 괜찮은홀,2016.06.28 ~ 2016.07.09,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007756
7461,어린이 영어 뮤지컬 〈트레이시 파티〉 전국투어 - 창원,뮤지컬,60분,20개월이상 관람가능,,경남,진해문화센터,2016.06.28 ~ 2016.06.28,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005189
7462,어린이 영어 뮤지컬 〈트레이시 파티〉 전국투어 - 진주,뮤지컬,60분,20개월이상 관람가능,,경남,진주교대 교육문화관 공연장,2016.06.27 ~ 2016.06.27,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005182
7463,“2016년” 특선가족뮤지컬 인어공주 - 순천,뮤지컬,50분,전체관람가,,전남,순천문화예술회관 대극장,2016.06.26 ~ 2016.06.26,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006154
7464,2016 가족뮤지컬 프린세스 공주뮤지컬쇼 - 광명,뮤지컬,65분,24개월이상 관람가능,,경기,광명시민회관 대극장,2016.06.26 ~ 2016.06.26,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006998
7465,퍼포먼스가족뮤지컬 피노키오 - 수원,뮤지컬,60분,24개월이상 관람가능,,경기,장안구민회관 한누리아트홀,2016.06.26 ~ 2016.06.26,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16002795
7466,"어린이 영어 뮤지컬 〈트레이시 파티〉 전국투어 - 구미옥계,송정",뮤지컬,60분,20개월이상 관람가능,,경북,선산문화회관 공연장,2016.06.26 ~ 2016.06.26,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005175
7467,뮤지컬〈헤드윅〉- 수원,뮤지컬,130분,만 15세이상,"정문성, 변요한, 서문탁, 임진아, 제이민",경기,경기도문화의전당 대극장,2016.06.25 ~ 2016.06.26,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006214
7468,뮤지컬 ‘터닝메카드’ - 안산,뮤지컬,70분,24개월이상 관람가능,,경기,안산문화예술의전당 해돋이극장,2016.06.25 ~ 2016.06.26,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16004691
7469,제10회DIMF 공식초청작_뮤지컬 ‘지구멸망 30일 전’-대구,뮤지컬,90분,만 13세이상,"이훈진, 에이스(최성욱), 이설(이민지), 김세라, 김동현, 정운",대구시,봉산문화회관 가온홀,2016.06.25 ~ 2016.06.26,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006276
7470,제10회DIMF 특별공연 뮤지컬 ＇최치원＇ - 대구,뮤지컬,150분(인터미션:20분),미취학아동입장불가,"임강성, 이은율, 박소연, 김찬호, 전병욱, 김찬휘, 최영민, 길지혁, 전병준, 최진주",대구시,대구 수성아트피아 용지홀,2016.06.25 ~ 2016.06.26,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006275
7471,가족 뮤지컬 〈뽀로로와 노래해요〉 - 의정부,뮤지컬,60분,20개월이상 관람가능,,경기,신한대학교 벧엘관,2016.06.25 ~ 2016.06.26,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005510
7472,가족뮤지컬＂알라딘＂-부평,뮤지컬,50분,24개월이상 관람가능,,인천시,부평아트센터 해누리 극장,2016.06.25 ~ 2016.06.26,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005354
7473,가족뮤지컬 변신자동차 또봇 - 진주,뮤지컬,60분,24개월이상 관람가능,,경남,경남문화예술회관 대공연장,2016.06.25 ~ 2016.06.26,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16004941
7474,가족뮤지컬 기분을말해봐 - 화성,뮤지컬,50분,24개월이상 관람가능,,경기,반석아트홀,2016.06.25 ~ 2016.06.26,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006194
7475,가족뮤지컬〈커다란방귀〉 - 부산,뮤지컬,50분,전체관람가,,부산시,부산시민회관 소극장,2016.06.25 ~ 2016.06.26,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005176
7476,우주최강 코믹 홀로그램 뮤지컬 〈라바〉 - 대구,뮤지컬,60분,24개월이상 관람가능,,대구시,대구보건대 인당아트홀,2016.06.25 ~ 2016.06.26,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007071
7477,(2016 어린이율동놀이뮤지컬) 호비쇼 - 이천,뮤지컬,50분,전체관람가,,경기,이천아트홀 소공연장,2016.06.25 ~ 2016.06.25,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16003040
7478,2016 판타지가족뮤지컬 “겨울왕국” - 용인,뮤지컬,60분,24개월이상 관람가능,,경기,용인 문예회관 처인홀,2016.06.25 ~ 2016.06.25,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006554
7479,어린이 가족뮤지컬 캣 - 용인,뮤지컬,60분,24개월이상 관람가능,,경기,용인시 여성회관 큰어울마당,2016.06.25 ~ 2016.06.25,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006513
7480,가족뮤지컬 “아기양과 늑대” - 불광괜찮은홀,뮤지컬,50분,전체관람가,,서울,불광 괜찮은홀,2016.06.28 ~ 2016.07.09,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007756
7481,어린이 영어 뮤지컬 〈트레이시 파티〉 전국투어 - 창원,뮤지컬,60분,20개월이상 관람가능,,경남,진해문화센터,2016.06.28 ~ 2016.06.28,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005189
7482,어린이 영어 뮤지컬 〈트레이시 파티〉 전국투어 - 진주,뮤지컬,60분,24개월이상 관람가능,,경남,덕진예술회관,2016.06.27 ~ 2016.06.27,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006113
7483,뮤지컬 더 매니저 - 광주,뮤지컬,90분,만 8세이상,성민범,광주시,충장아트홀,2016.06.24 ~ 2016.07.24,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006910
7484,뮤지컬 〈맘마미아!〉 - 창원,뮤지컬,160분(인터미션:20분),미취학아동입장불가,,경남,창원 성산아트홀 대극장,2016.06.24 ~ 2016.06.26,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005365
7485,"뮤지컬 〈그 여름, 동물원〉－안산",뮤지컬,110분,만 13세이상,"박호산, 최승열, 임진웅, 김류하, 방재호, 유제윤, 홍종화, 김선아, 허은미, 이서환, 조훈",경기,안산문화예술의전당 달맞이극장,2016.06.24 ~ 2016.06.26,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16001978
7486,뮤지컬 스타 콘서트 - 익산,콘서트,100분,미취학아동입장불가,"바다, 김호영, 손준호, 김지유",전북,익산예술의전당 대공연장,2016.06.24 ~ 2016.06.24,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006363
7487,페이퍼아트 뮤지컬 〈종이아빠〉,뮤지컬,50분,24개월이상 관람가능,,서울,샘터파랑새극장 1관,2016.06.23 ~ 2016.08.28,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006710
7488,어린이 영어 뮤지컬 〈트레이시 파티〉 전국투어 - 포항북구,뮤지컬,60분,20개월이상 관람가능,,경북,포항문화예술회관 소공연장,2016.06.23 ~ 2016.06.23,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005172
7489,어린이 뮤지컬 ＂플란다스의개＂- 대전,뮤지컬,60분,전체관람가,,대전시,조이마루아트홀,2016.06.22 ~ 2016.07.17,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007373
7490,매튜 본의 댄스 뮤지컬 〈잠자는 숲속의 미녀〉,뮤지컬,140분(인터미션:20분),만 7세이상,,서울,LG아트센터,2016.06.22 ~ 2016.07.03,판매종료좌석우위,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16000838
7491,가족뮤지컬 “알라딘” - 인천,뮤지컬,65분,24개월이상 관람가능,,인천시,남동소래아트홀 대공연장,2016.06.22 ~ 2016.06.22,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005355
7492,어린이 영어 뮤지컬 〈트레이시 파티〉 전국투어 - 울산남구,뮤지컬,60분,20개월이상 관람가능,,울산시,울주문화예술회관,2016.06.22 ~ 2016.06.22,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005157
7493,뮤지컬 〈스위니토드〉,뮤지컬,165분(인터미션:20분),만 13세이상,"조승우, 양준모, 옥주현, 전미도, 서영주, 윤소호, 문태유, 김성철, 이지혜, 이지수, 조성지, 서승원, 최유진, 김승용, 최정은, 변형범, 임정모, 강기헌",서울,샤롯데씨어터,2016.06.21 ~ 2016.10.03,판매종료좌석우위,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16004861
7494,해피뮤지컬 〈쿡스토리〉 - 경기 광주,뮤지컬,60분,24개월이상 관람가능,이현종,경기,남한산성아트홀 대극장,2016.06.21 ~ 2016.06.22,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005659
7495,어린이 영어 뮤지컬 〈트레이시 파티〉 전국투어 - 거제,뮤지컬,60분,20개월이상 관람가능,,경남,거제문화예술회관 소공연장,2016.06.21 ~ 2016.06.21,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005160
7496,어린이 성교육 뮤지컬〈엄마는 안가르쳐줘〉,뮤지컬,50분,24개월이상 관람가능,,서울,샘터파랑새극장 1관,2016.06.19 ~ 2016.08.28,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006682
7497,2016 가족뮤지컬 백설공주 - 광주,뮤지컬,60분,24개월이상 관람가능,,광주시,광주문화예술회관 소극장,2016.06.19 ~ 2016.06.19,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16006007
7498,연극놀이 뮤지컬 〈인어공주같이가!〉 - 대구,뮤지컬,60분,전체관람가,,대구시,떼아뜨로 중구,2016.06.18 ~ 2016.08.31,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007019
7499,가족 뮤지컬 〈뽀로로와 노래해요〉 - 포항,뮤지컬,60분,20개월이상 관람가능,,경북,포항시청 문화동 대잠홀,2016.06.18 ~ 2016.06.19,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005492
7500,김성녀의 뮤지컬모노드라마 ‘벽속의 요정’ - 영주,연극,50분,전체관람가,,경북,대전 우송예술회관,2016.06.18 ~ 2016.06.19,판매종료좌석우위,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=15015442
7501,가족 판타지 뮤지컬 ‘피터팬과 팅커벨’,뮤지컬,50분,24개월이상 관람가능,,서울,현대백화점 미아점 10층 문화홀,2016.06.18 ~ 2016.06.19,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005945
7502,어린이가족뮤지컬 “뉴 겨울왕국” - 노원,뮤지컬,65분,24개월이상 관람가능,,서울,노원문화예술회관 대공연장,2016.06.18 ~ 2016.06.19,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005686
7503,가족뮤지컬 “신데렐라” - 노원,뮤지컬,65분,24개월이상 관람가능,,서울,노원문화예술회관 대공연장,2016.06.18 ~ 2016.06.19,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005356
7504,어린이 영어 뮤지컬 〈트레이시 파티〉 전국투어 - 대구,뮤지컬,60분,20개월이상 관람가능,,대구시,대백프라자 10층 프라임홀,2016.06.18 ~ 2016.06.19,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16005219
