,Title,Area,Period,URL
1738,2020＂가족뮤지컬＂빨간모자와늑대＂- 동두천,경기,2020.03.22 ~ 2020.03.22,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000916
1739,가족뮤지컬 〈마음에 쏙 드는 엄마를 원하세요？〉 - 창원,경남,2020.03.22 ~ 2020.03.22,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000010
1740,［10주년 기념］(어린이율동놀이뮤지컬) 호비쇼 - 광주,광주시,2020.03.28 ~ 2020.03.29,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20001290
1741,어린이뮤지컬 ‘ 렛잇고 시즌2 ’ - 관악,서울,2020.03.22 ~ 2020.03.22,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000034
1742,［서울］싱어롱 콘서트 뮤지컬 ‘Live Show’ 〈무지개 물고기〉,서울,2020.03.21 ~ 2020.04.26,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20001213
1743,어린이뮤지컬“콩쥐팥쥐”-서울금천,서울,2020.03.21 ~ 2020.04.25,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20003105
1744,뮤지컬〈아티스 ARTIS〉,서울,2020.03.21 ~ 2020.03.29,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20002018
1745,마산 3.15의거 60주년 기념 뮤지컬 〈삼월의 그들〉,서울,2020.03.21 ~ 2020.03.25,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20002842
1746,뮤지컬 흔한남매 〈엄마의 꿈을 지켜라！ 〉 - 창원,경남,2020.03.21 ~ 2020.03.22,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000229
1747,NEW 시크릿쥬쥬 별의여신 뮤지컬 시즌2 - 부산 앵콜,부산시,2020.03.21 ~ 2020.03.22,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000645
1748,［고양］싱어롱 콘서트 뮤지컬 ‘Live Show’ 〈무지개 물고기〉,경기,2020.03.21 ~ 2020.03.22,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018767
1749,［10주년 기념］(어린이율동놀이뮤지컬) 호비쇼 - 인천,인천시,2020.03.21 ~ 2020.03.22,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19019183
1750,뮤지컬 〈아이스크림 왕국의 뽀로로와 친구들〉- 용인,경기,2020.03.21 ~ 2020.03.22,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000761
1751,〈신비아파트 뮤지컬 시즌3: 뱀파이어왕의 비밀〉 진주,경남,2020.03.21 ~ 2020.03.22,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000224
1752,EBS미디어 가족뮤지컬 베이비버스 - 전주,전북,2020.03.21 ~ 2020.03.22,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000993
1753,NEW 콩순이 뮤지컬 시즌2 〈우리들 음악회〉 - 제주,제주,2020.03.21 ~ 2020.03.22,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000134
1754,겨울방학특선 어린이 가족뮤지컬 〈신데렐라〉- 남양주,경기,2020.03.21 ~ 2020.03.22,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20001488
1755,어린이 액션뮤지컬 〈레이디버그-평택〉,경기,2020.03.21 ~ 2020.03.22,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000781
1756,가족라이브 뮤지컬 〈알라딘-대구〉,대구시,2020.03.21 ~ 2020.03.22,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018127
1757,가족뮤지컬 〈엘사의 겨울이야기-울산〉,울산시,2020.03.21 ~ 2020.03.22,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018813
1758,가족라이브 뮤지컬 〈겨울왕국(겨울이야기)-부산〉,부산시,2020.03.21 ~ 2020.03.21,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20001777
1759,가족라이브 뮤지컬 〈미녀와야수-세종〉,충남,2020.03.21 ~ 2020.03.21,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20001854
1760,＂2020년＂ 가족뮤지컬 겨울이야기 - 광주,광주시,2020.03.22 ~ 2020.03.22,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000538
1761,세계명작 어린이 가족뮤지컬 〈신데렐라〉 - 의정부,경기,2020.03.21 ~ 2020.03.21,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000465
1762,가족뮤지컬 〈알라딘-광명〉,경기,2020.03.21 ~ 2020.03.21,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018818
1763,가족뮤지컬 〈마음에 쏙드는 엄마를 원하세요？〉 - 부산,부산시,2020.03.21 ~ 2020.03.21,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20001116
1764,뮤지컬 〈아이다〉 - 부산(Musical AIDA - BUSAN),부산시,2020.03.20 ~ 2020.04.19,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20001182
1765,뮤지컬 〈팬레터〉 - 인천,인천시,2020.03.20 ~ 2020.03.22,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000143
1766,어린이 뮤지컬 “선녀와 나무꾼”- 대전,대전시,2020.03.18 ~ 2020.04.26,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20003112
1767,어린이뮤지컬 “팥죽할머니와호랑이”-부산,부산시,2020.03.18 ~ 2020.04.25,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20002963
1768,어린이 뮤지컬 “잠자는숲속의공주” -광주 수완,광주시,2020.03.18 ~ 2020.04.25,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20003104
1769,어린이뮤지컬 “정글북” - 울산,울산시,2020.03.18 ~ 2020.04.25,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20003091
1770,어린이뮤지컬 “벌거벗은 임금님” - 광주 월드컵,광주시,2020.03.17 ~ 2020.04.25,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20003103
1771,［10주년 기념］(어린이율동놀이뮤지컬) 호비쇼 - 여수,전남,2020.03.15 ~ 2020.03.15,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19019139
1772,2020가족뮤지컬 “빨간모자와늑대” - 서울양천,서울,2020.03.15 ~ 2020.03.15,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000758
1773,뮤지컬 〈오페라의 유령〉 월드투어 - 서울(The Phantom of the Opera),서울,2020.03.14 ~ 2020.08.07,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19015386
1774,뮤지컬 〈라흐마니노프〉,서울,2020.03.14 ~ 2020.06.21,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20002020
1775,뮤지컬 〈보디가드〉 - 부산,부산시,2020.03.14 ~ 2020.03.15,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000089
1776,뮤지컬 흔한남매 〈엄마의 꿈을 지켜라！〉 - 대구,대구시,2020.03.14 ~ 2020.03.15,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000247
1777,［전주］번개맨 뮤지컬 : 검은 번개맨의 정체는?,전북,2020.03.14 ~ 2020.03.15,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19019068
1778,신비아파트 뮤지컬 시즌3: 뱀파이어왕의 비밀 - 울산,울산시,2020.03.14 ~ 2020.03.15,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000195
1779,뮤지컬 헬로카봇 시즌5 〈별똥별을 지켜라!〉 - 고양,경기,2020.03.14 ~ 2020.03.15,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000539
1780,어린이 라이브 뮤지컬 〈리틀캣〉 - 수원,경기,2020.03.14 ~ 2020.03.15,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000232
1781,NEW 시크릿쥬쥬 별의여신 뮤지컬 시즌2 - 목포,전남,2020.03.14 ~ 2020.03.15,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000137
1782,EBS미디어 가족뮤지컬 베이비버스 - 대전,대전시,2020.03.14 ~ 2020.03.15,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000797
1783,어린이뮤지컬 ‘렛잇고 시즌2’ - 인천,인천시,2020.03.14 ~ 2020.03.15,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018863
1784,가족뮤지컬 〈백설공주-부산〉,부산시,2020.03.14 ~ 2020.03.15,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018819
1785,가족뮤지컬 〈엘사의 겨울이야기-포항〉,경북,2020.03.14 ~ 2020.03.14,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018822
1786,가족라이브 뮤지컬 〈알라딘 -구미〉,경북,2020.03.14 ~ 2020.03.14,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018573
1787,가족뮤지컬 〈알라딘-대전〉,대전시,2020.03.14 ~ 2020.03.14,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018823
1788,2020가족뮤지컬 “아기돼지삼형제” - 서대문,서울,2020.03.14 ~ 2020.03.14,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000617
1789,가족뮤지컬 〈마음에 쏙 드는 엄마를 원하세요？〉 - 성남(분당),경기,2020.03.14 ~ 2020.03.14,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018865
1790,창원 3.15아트센터 뮤지컬 신학기 특집 ( 신데렐라 ),경남,2020.03.14 ~ 2020.03.14,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20001220
1791,2020년 가족뮤지컬 “신데렐라” - 정읍,전북,2020.03.14 ~ 2020.03.14,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000057
1792,［10주년 기념］(어린이율동놀이뮤지컬) 호비쇼 - 전주,전북,2020.03.14 ~ 2020.03.14,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19019137
1793,가족라이브 뮤지컬 〈알라딘-울산〉,울산시,2020.03.14 ~ 2020.03.14,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19017420
1794,뮤지컬 〈알사탕〉 - 대구,서울,2020.03.13 ~ 2020.03.22,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19019117
1795,뮤지컬 〈팬레터〉 - 안양,경기,2020.03.13 ~ 2020.03.14,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000192
1796,뮤지컬 〈스토리오브마이라이프〉 - 대구,대구시,2020.03.12 ~ 2020.03.22,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000440
1797,어린이뮤지컬 ‘렛잇고’ - 중랑,서울,2020.03.08 ~ 2020.03.08,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018829
1798,뮤지컬 〈데미안〉,서울,2020.03.07 ~ 2020.04.26,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20001382
1799,어린이뮤지컬 “플란다스의개” -서울금천,서울,2020.03.07 ~ 2020.03.29,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20002779
1800,가족뮤지컬〈꼬마버스 타요〉- 인천,인천시,2020.03.14 ~ 2020.03.15,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20002722
1801,뮤지컬 어나더어스,서울,2020.03.07 ~ 2020.03.15,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20001776
1802,뮤지컬 흔한남매 〈엄마의 꿈을 지켜라！〉 - 부산,부산시,2020.03.07 ~ 2020.03.08,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000365
1803,［울산］EBS미디어 가족뮤지컬 ‘ 베이비버스 ’,울산시,2020.03.07 ~ 2020.03.08,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000078
1804,어린이뮤지컬 〈아이스크림 왕국의 뽀로로와친구들〉 - 창원,경남,2020.03.07 ~ 2020.03.08,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000382
1805,신비아파트 뮤지컬 시즌3: 뱀파이어왕의 비밀 - 광주,광주시,2020.03.07 ~ 2020.03.08,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000211
1806,패밀리뮤지컬 헤이지니＆럭키강이 시즌2 ＂비밀의 문＂ - 대구앵콜,대구시,2020.03.07 ~ 2020.03.08,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19019313
1807,［부천］번개맨 뮤지컬 : 검은 번개맨의 정체는?,경기,2020.03.07 ~ 2020.03.08,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19019115
1808,트니트니 뮤지컬 〈우리는 트니프렌즈〉 - 대전,대전시,2020.03.07 ~ 2020.03.08,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000634
1809,NEW 시크릿쥬쥬 별의여신 뮤지컬 시즌2 - 춘천,강원,2020.03.07 ~ 2020.03.08,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000398
1810,［10주년 기념］(어린이율동놀이뮤지컬) 호비쇼 - 서울,서울,2020.03.07 ~ 2020.03.08,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19019187
1811,뮤지컬 〈알사탕〉 - 구미,경북,2020.03.07 ~ 2020.03.08,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018986
1812,가족라이브 뮤지컬 〈어린이 캣-광주〉,광주시,2020.03.07 ~ 2020.03.07,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000136
1813,어린이뮤지컬 ‘렛잇고’ - 은평,서울,2020.03.07 ~ 2020.03.07,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018429
1814,(남양주)가족뮤지컬 “겨울왕국”,경기,2020.03.07 ~ 2020.03.07,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000494
1815,가족뮤지컬 〈마음에 쏙 드는 엄마를 원하세요？〉 - 평택남부,경기,2020.03.07 ~ 2020.03.07,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018870
1816,2020 가족뮤지컬 ＂ 신데렐라 ＂- 거창,경남,2020.03.07 ~ 2020.03.07,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20001031
1817,가족뮤지컬 〈미녀와 야수-대구〉,대구시,2020.03.07 ~ 2020.03.07,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20001235
1818,가족뮤지컬 “아기돼지삼형제” - 보령,충남,2020.03.07 ~ 2020.03.07,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19017944
1819,뮤지컬 〈보디가드〉 - 대구,대구시,2020.03.06 ~ 2020.03.08,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000026
1820,어린이뮤지컬 “ 알라딘과 요술램프 ”- 울산,울산시,2020.03.07 ~ 2020.03.29,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018347
1821,가족뮤지컬 “아기돼지삼형제” - 양산,경남,2020.03.01 ~ 2020.03.01,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018488
1822,뮤지컬 〈스토리오브마이라이프〉 - After Talk (끝나지 않은 이야기),서울,2020.02.29 ~ 2020.03.01,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20001692
1823,뮤지컬 헬로카봇 시즌5 〈별똥별을 지켜라!〉 - 창원,경남,2020.02.29 ~ 2020.03.01,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000264
1824,NEW 시크릿쥬쥬 별의여신 뮤지컬 시즌2 - 전주,전북,2020.02.29 ~ 2020.03.01,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19016839
1825,가족뮤지컬 〈꼬마버스 타요〉 - 원주,강원,2020.02.29 ~ 2020.03.01,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018228
1826,가족 뮤지컬 〈엄마까투리 먹구렁이와 생일파티-거제〉,경남,2020.02.29 ~ 2020.03.01,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018570
1827,어린이 가족뮤지컬 〈신데렐라〉 - 부산,부산시,2020.02.29 ~ 2020.03.01,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000246
1828,가족뮤지컬 무지개물고기 - 아산,충남,2020.02.29 ~ 2020.03.01,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000750
1829,2020가족뮤지컬 “인어공주” -제주,제주,2020.02.29 ~ 2020.03.01,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000415
1830,오리지널 가족뮤지컬 〈넌특별하단다〉 제주,제주,2020.02.29 ~ 2020.03.01,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19019034
1831,가족뮤지컬 신데렐라（안중）,경기,2020.02.29 ~ 2020.02.29,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000601
1832,(평택남부)2020가족뮤지컬 “겨울이야기”,경기,2020.02.29 ~ 2020.02.29,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000412
1833,공룡공주뮤지컬 “프린세스다이노” - 인천,인천시,2020.02.29 ~ 2020.02.29,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018494
1834,가족뮤지컬 〈백설공주-대전〉,대전시,2020.02.29 ~ 2020.02.29,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19017861
1835,울산남구 문화예술회관 뮤지컬 마지막방학특집 신데렐라!,울산시,2020.02.29 ~ 2020.02.29,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000552
1836,스테이지 콘서트 Vol.2 뮤지컬 〈지저스 크라이스트 수퍼스타〉,서울,2020.02.28 ~ 2020.03.01,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20001158
1837,뮤지컬 〈귀환〉 - 김해,경남,2020.02.28 ~ 2020.03.01,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000349
1838,뮤지컬 〈맘마미아!〉 - 고양,경기,2020.02.28 ~ 2020.03.01,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018496
1839,［성남］싱어롱 콘서트 뮤지컬 ‘Live Show’ 〈무지개 물고기〉,경기,2020.02.28 ~ 2020.03.01,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19019000
1840,어린이베스트셀러뮤지컬 책먹는여우 - 서울,서울,2020.03.01 ~ 2020.03.01,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19019083
1841,가족뮤지컬 〈핑크퐁〉 + 〈엄마까투리〉 패키지 - 부산,부산시,2020.02.26 ~ 2020.03.26,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20002739
1842,뮤지컬 〈나는 독립군이 아니다〉 - 부산,부산시,2020.02.26 ~ 2020.03.08,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20001070
1843,"뮤지컬 드라큘라 (Dracula：The Musical) - 3매 패키지(금,토,일,공휴일)",서울,2020.02.25 ~ 2020.04.12,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20002579
1844,"뮤지컬 드라큘라 (Dracula：The Musical) - 3매 패키지(화,수,목)",서울,2020.02.25 ~ 2020.04.12,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20002578
1845,뮤지컬 〈샤이닝〉,서울,2020.02.24 ~ 2020.05.10,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20001117
1846,가족뮤지컬 “빨간모자와늑대” - 양주,경기,2020.02.23 ~ 2020.02.23,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000792
1847,＂2020년＂ 가족뮤지컬 겨울이야기 - 경산,경북,2020.02.23 ~ 2020.02.23,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20001026
1848,NEW 콩순이 뮤지컬 시즌2 〈우리들 음악회〉 - 서울,서울,2020.02.22 ~ 2020.03.15,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018635
1849,뮤지컬 〈봄을 그대에게〉,서울,2020.02.22 ~ 2020.03.01,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000409
1850,뮤지컬 〈페드라〉 리딩 쇼케이스,서울,2020.02.22 ~ 2020.02.23,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000948
1851,뮤지컬 〈알사탕〉 - 김해,경남,2020.02.22 ~ 2020.02.23,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018041
1852,뮤지컬 〈핑크퐁과 아기상어의 바다대모험〉 - 성남,경기,2020.02.22 ~ 2020.02.23,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018489
1853,뮤지컬 〈빅 피쉬〉 한국 초연 - 대전,대전시,2020.02.22 ~ 2020.02.23,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000196
1854,뮤지컬 헬로카봇 시즌5 〈별똥별을 지켜라!〉 - 청주,충북,2020.02.22 ~ 2020.02.23,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19019288
1855,어린이뮤지컬 ‘렛잇고’ - 광주,광주시,2020.02.22 ~ 2020.02.23,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19017658
1856,NEW 시크릿쥬쥬 별의여신 뮤지컬 시즌2 - 천안,충남,2020.02.22 ~ 2020.02.23,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19016855
1857,뮤지컬 〈아이스크림 왕국의 뽀로로와 친구들〉- 인천,인천시,2020.02.22 ~ 2020.02.23,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018685
1858,가족뮤지컬 〈꼬마버스 타요〉 - 대전,대전시,2020.02.22 ~ 2020.02.23,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018163
1859,가족뮤지컬 〈오리지널 어린이 캣-CAT〉 - 도봉,서울,2020.02.22 ~ 2020.02.23,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000427
1860,뮤지컬 〈알사탕〉 - 목포,전남,2020.02.28 ~ 2020.03.01,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19017891
1861,가족 뮤지컬 〈엘사의 겨울이야기〉 - 천안,충남,2020.02.22 ~ 2020.02.23,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000772
1862,싱어롱 콘서트 뮤지컬 ‘Live show’ 〈무지개 물고기〉 - 청주,충북,2020.02.22 ~ 2020.02.23,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000532
1863,공주공룡뮤지컬 “프린세스다이노” - 부산,부산시,2020.02.22 ~ 2020.02.22,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018497
1864,(남양주)베스트셀러뮤지컬 “누가 내머리에 똥쌌어？”,경기,2020.02.22 ~ 2020.02.22,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000467
1865,＂2020년＂ 가족뮤지컬 겨울이야기 - 충주,충북,2020.02.22 ~ 2020.02.22,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20001023
1866,가족뮤지컬 “신데렐라” - 서귀포예술의전당,제주,2020.02.22 ~ 2020.02.22,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000563
1867,창작 뮤지컬 〈다니엘〉,서울,2020.02.21 ~ 2020.03.15,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000259
1868,2019-20년 육군 창작 뮤지컬 〈귀환〉- 안산,경기,2020.02.21 ~ 2020.02.23,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000439
1869,뮤지컬 〈맘마미아!〉 - 창원,경남,2020.02.21 ~ 2020.02.23,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018281
1870,가족뮤지컬 “신데렐라” - 제주문예회관,제주,2020.02.16 ~ 2020.02.16,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000561
1871,뮤지컬 〈셜록홈즈: 사라진 아이들 〉,서울,2020.02.15 ~ 2020.03.08,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000397
1872,뮤지컬 〈은밀하게 위대하게 - THE LAST〉,서울,2020.02.15 ~ 2020.02.29,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=P0001857
1873,EBS미디어 가족뮤지컬 베이비버스 - 창원,경남,2020.02.15 ~ 2020.02.16,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000005
1874,NEW 시크릿쥬쥬 별의여신 뮤지컬 시즌2 - 대전,대전시,2020.02.15 ~ 2020.02.16,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19016850
1875,가족라이브 뮤지컬〈미녀와 야수-부산〉,부산시,2020.02.15 ~ 2020.02.16,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018421
1876,싱어롱 콘서트 뮤지컬 ‘Live Show’〈무지개 물고기〉-인천서구,인천시,2020.02.15 ~ 2020.02.16,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19018944
1877,가족뮤지컬 〈우리아빠가 최고야-대구〉,대구시,2020.02.15 ~ 2020.02.16,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19019332
1878,(2020)가족뮤지컬 ‘꼬마버스 타요’ - 여수,전남,2020.02.15 ~ 2020.02.16,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=19017720
1879,［춘천］가족공룡뮤지컬！포켓다이노,강원,2020.02.15 ~ 2020.02.16,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=20000126
