,Title,Genre,Place,Time,Age,Period,TicketCast,Like_man,Like_woman,Like_age_10,Like_age_20,Like_age_30,Like_age_40,Like_age_50,URL,Status
6792,크리스마스 특별기획 가족뮤지컬 ［호두까기 인형］- 구미,뮤지컬,구미문화예술회관 대공연장(자세히),2016.12.24 ~2016.12.25,24개월이상 관람가능,2016.12.24 ~2016.12.25,,24.7%,75.3%,0%,9.1%,77%,12.2%,1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014025,판매종료
6793,크리스마스 어린이뮤지컬 “후토스-나도 키가크고싶어” - 순천,뮤지컬,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014654,판매취소
6794,뮤지컬 〈내 남자친구에게〉 in 청주,뮤지컬,청주아트홀(구.청주시민회관)(자세히),2016.12.24 ~2016.12.25,만 13세이상,2016.12.24 ~2016.12.25,,43.8%,56.2%,3.1%,63.1%,24.6%,7.7%,1.5%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015288,판매종료
6795,크리스마스 특집 컬투 정찬우가 만든〈코믹뮤지컬 프리즌〉- 제주,뮤지컬,제주관광대학교 컨벤션홀(자세히),2016.12.24 ~2016.12.25,36개월이상 관람가능,2016.12.24 ~2016.12.25,,48.6%,51.4%,3.5%,38.2%,45.1%,12.5%,0.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014030,판매종료
6796,성탄가족뮤지컬 “크리스마스 캐럴” - 울산,뮤지컬,울산문화예술회관 소공연장(자세히),2016.12.24 ~2016.12.25,24개월이상 관람가능,2016.12.24 ~2016.12.25,,21.3%,78.7%,0%,4.5%,73%,21.3%,1.1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16013837,판매종료
6797,뮤지컬 갈라쇼 「윤희석과 친구들」- 인천,콘서트,남동소래아트홀(자세히),2016.12.24,전체관람가,2016.12.24,1,36.8%,63.2%,0%,12.6%,31%,42.5%,13.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015230,판매종료
6798,가족뮤지컬 신데렐라,뮤지컬,강동구민회관 대강당(자세히),2016.12.24,24개월이상 관람가능,2016.12.24,,27.4%,72.6%,0.2%,2.5%,77.5%,18.7%,0.4%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014605,판매종료
6799,어린이 라이브 뮤지컬 리틀캣,뮤지컬,반석아트홀(자세히),2016.12.24,36개월이상 관람가능,2016.12.24,,31.5%,68.5%,0%,2%,78.5%,19.5%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16013930,판매종료
6800,2016 가족뮤지컬 “피노키오” - 전주,뮤지컬,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014519,판매취소
6801,가족뮤지컬 “호두까기 인형” - 익산,뮤지컬,익산예술의전당 대공연장(자세히),2016.12.24,24개월이상 관람가능,2016.12.24,,23.2%,76.8%,0.6%,5.5%,73.8%,17.1%,1.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014231,판매종료
6802,2016 가족뮤지컬 “피노키오” - 충주,뮤지컬,충주 호암예술관(자세히),2016.12.24,24개월이상 관람가능,2016.12.24,,24.6%,75.4%,0%,6.6%,78.7%,13.1%,1.6%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015661,판매종료
6803,뮤지컬〈그날들〉 - 여수,뮤지컬,GS칼텍스 예울마루 대극장(자세히),2016.12.23 ~2016.12.25,미취학아동입장불가,2016.12.23 ~2016.12.25,34,21%,79%,3.6%,32.5%,34.9%,25.1%,3.5%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16012591,판매종료
6804,뮤지컬〈노트르담 드 파리〉- 대전,뮤지컬,대전예술의전당 아트홀(자세히),2016.12.22 ~2016.12.25,만 7세이상,2016.12.22 ~2016.12.25,61,34.1%,65.9%,3%,30.9%,37.8%,21.8%,5.5%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16012473,판매종료
6805,뮤지컬〈김종욱 찾기〉 - 대전,뮤지컬,대전 평송청소년문화센터 대극장(자세히),2016.12.22 ~2016.12.25,만 7세이상,2016.12.22 ~2016.12.25,,54.1%,45.9%,1.8%,49.1%,36.2%,10.3%,2.6%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16011843,판매종료
6806,뮤지컬〈나무 위의 고래〉,뮤지컬,프로젝트박스 시야(자세히),2016.12.22 ~2016.12.24,만 13세이상,2016.12.22 ~2016.12.24,3,10.6%,89.4%,7.3%,47.5%,31.8%,11.2%,1.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015442,판매종료
6807,방학특선 어린이 뮤지컬 “백설공주” - 대전,뮤지컬,조이마루아트홀(자세히),2016.12.21 ~2017.01.22,전체관람가,2016.12.21 ~2017.01.22,1,29.6%,70.4%,0.5%,6%,82.4%,10.6%,0.5%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015381,판매종료
6808,어린이뮤지컬 “미녀와야수” - 서울금천,뮤지컬,"빅마켓(구,롯데마트 금천점)3층 레미어린이극장(자세히)",2016.12.21 ~2017.01.15,전체관람가,2016.12.21 ~2017.01.15,,13.6%,86.4%,0%,6.8%,72.7%,20.5%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015716,판매종료
6809,어린이뮤지컬 “신데렐라” - 광주,뮤지컬,롯데마트 월드컵점(풍암동) 3층 레미 어린이극장(자세히),2016.12.21 ~2017.01.15,전체관람가,2016.12.21 ~2017.01.15,,26.8%,73.2%,0%,0%,82.1%,16.1%,1.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015837,판매종료
6810,방학 특선 어린이 뮤지컬 “피노키오” - 대전,뮤지컬,갤러리아 타임월드 10층 공연장(자세히),2016.12.21 ~2017.01.15,전체관람가,2016.12.21 ~2017.01.15,,27%,73%,0.5%,10.1%,78.8%,9.5%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015783,판매종료
6811,“2016”성탄특선가족뮤지컬〈호두까기인형〉- 대구,뮤지컬,대백프라자 10층 프라임홀(자세히),2016.12.21 ~2016.12.25,24개월이상 관람가능,2016.12.21 ~2016.12.25,1,25.4%,74.6%,0%,5.1%,78.3%,15.2%,1.4%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16013243,판매종료
6812,뮤지컬〈루나틱〉 - 인천,뮤지컬,문학시어터(인천 문학경기장 내)(자세히),2016.12.21 ~2016.12.25,만 13세이상,2016.12.21 ~2016.12.25,,55.2%,44.8%,1.9%,39.2%,45.3%,9.4%,3.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014891,판매종료
6813,뮤지컬 어쩌면해피엔딩,뮤지컬,DCF대명문화공장 2관 라이프웨이홀(자세히),2016.12.20 ~2017.03.05,만 13세이상,2016.12.20 ~2017.03.05,550,4.2%,95.8%,4.1%,41.5%,39.7%,11.7%,2.2%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16013776,판매종료
6814,뮤지컬 인 더 하이츠 (IN THE HEIGHTS),뮤지컬,예술의전당 CJ 토월극장(자세히),2016.12.20 ~2017.02.12,만 7세이상,2016.12.20 ~2017.02.12,365,12.9%,87.1%,21%,45.4%,21.3%,9.5%,2.3%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014667,판매종료
6815,뮤지컬 문준경,뮤지컬,가나의 집 열림홀(자세히),2016.12.20 ~2016.12.31,만 5세이상,2016.12.20 ~2016.12.31,1,28.6%,71.4%,0%,0%,42.9%,28.6%,28.6%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015413,판매종료
6816,뮤지컬 〈데스노트〉 쇼케이스,뮤지컬,롯데 콘서트홀(자세히),2016.12.19,미취학아동입장불가,2016.12.19,91,7.2%,92.8%,7.5%,63.7%,22.4%,3.8%,1.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015522,판매종료
6817,［장유］가족뮤지컬 몽키매직쇼 - 김해,뮤지컬,장유문화센터(자세히),2016.12.18,전체관람가,2016.12.18,1,22.6%,77.4%,0%,12.9%,64.5%,19.4%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014288,판매종료
6818,＂2016＂성탄특선뮤지컬 빨간코루돌프와산타클로스 - 속초,뮤지컬,속초문화예술회관(자세히),2016.12.18,전체관람가,2016.12.18,1,13.4%,86.6%,0%,5.2%,83.5%,10.3%,1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014363,판매종료
6819,가족뮤지컬 “뉴 겨울왕국” - 밀양,뮤지컬,밀양아리랑아트센터 대공연장(자세히),2016.12.18,24개월이상 관람가능,2016.12.18,,34.1%,65.9%,0%,5.4%,78.3%,14.7%,0.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16012730,판매종료
6820,2016 가족뮤지컬 “피노키오” - 전주,뮤지컬,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014519,판매취소
6821,패밀리쇼！ 뮤지컬〈캐리와 장난감 친구들〉 - 춘천,뮤지컬,강원대학교 백령아트센터(자세히),2016.12.17 ~2016.12.18,24개월이상 관람가능,2016.12.17 ~2016.12.18,10,20.2%,79.8%,0.2%,4.3%,76.6%,17.7%,0.6%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16010649,판매종료
6822,오페레타 뮤지컬〈판타지아〉- 의정부,뮤지컬,의정부예술의전당 대극장(자세히),2016.12.17 ~2016.12.18,36개월이상 관람가능,2016.12.17 ~2016.12.18,2,21.2%,78.8%,0%,0%,66.7%,27.3%,6.1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16011169,판매종료
6823,뮤지컬 헬로카봇 시즌2 〈카봇구조대〉 - 대전,뮤지컬,대전 우송예술회관(자세히),2016.12.17 ~2016.12.18,24개월이상 관람가능,2016.12.17 ~2016.12.18,2,30.2%,69.8%,0.1%,6.4%,79.3%,12.3%,1.2%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16011880,판매종료
6824,뮤지컬〈이별하는 중입니다〉,뮤지컬,CTS아트홀(자세히),2016.12.17 ~2016.12.18,만 12세이상,2016.12.17 ~2016.12.18,1,45.7%,54.3%,0%,48.6%,44.9%,4.3%,2.2%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015297,판매종료
6825,(2016 어린이율동놀이뮤지컬) 호비쇼 - 포항,뮤지컬,포항시청 문화동 대잠홀(자세히),2016.12.17 ~2016.12.18,전체관람가,2016.12.17 ~2016.12.18,,14.4%,85.6%,0%,12.8%,83.1%,4.1%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16009423,판매종료
6826,x-mas겨울특집 가족뮤지컬 프린세스＆프린스 - 제주,연극,제주관광대학교 컨벤션홀(자세히),2016.12.17 ~2016.12.18,전체관람가,2016.12.17 ~2016.12.18,,17.9%,82.1%,0%,3.6%,75%,21.4%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16012881,판매종료
6827,“2016년” 성탄특선뮤지컬 빨간코루돌프와산타클로스 - 동두천,뮤지컬,동두천 시민회관(자세히),2016.12.17,전체관람가,2016.12.17,,26.1%,73.9%,0%,13%,71.7%,10.9%,2.2%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16013058,판매종료
6828,“2016”성탄특선가족뮤지컬〈호두까기인형〉- 함안,뮤지컬,함안문화예술회관(자세히),2016.12.17,24개월이상 관람가능,2016.12.17,,24.4%,75.6%,0.8%,2.5%,76.5%,18.5%,0.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16013242,판매종료
6829,2016년 가족특선뮤지컬 〈프린세스〉 - 진주,뮤지컬,경남과학기술대학교 본관2층 대강당(자세히),2016.12.17,전체관람가,2016.12.17,,20.4%,79.6%,0%,5.4%,84.9%,8.6%,1.1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16012402,판매종료
6830,가족뮤지컬 “뉴 겨울왕국” 앵콜 - 대구,뮤지컬,대구어린이회관 꾀꼬리극장(자세히),2016.12.17,24개월이상 관람가능,2016.12.17,,21.7%,78.3%,0.9%,3.5%,74.8%,18.3%,1.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16011413,판매종료
6831,“2016”성탄특선가족뮤지컬〈호두까기인형〉- 전주,뮤지컬,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16013507,판매취소
6832,［제천］가족동물뮤지컬：워킹공룡애니멀매직쇼,뮤지컬,제천문화회관 대공연장(자세히),2016.12.17,전체관람가,2016.12.17,,21.2%,78.8%,0%,15.2%,75.8%,9.1%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16010471,판매종료
6833,뮤지컬 ［사랑을 이루어 드립니다］- 인제,뮤지컬,인제하늘내린센터 대공연장(자세히),2016.12.17,미취학아동입장불가,2016.12.17,,0%,100%,0%,33.3%,33.3%,11.1%,22.2%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015231,판매종료
6834,2016 가족뮤지컬 피노키오 - 강릉,뮤지컬,강릉원주대학교 해람문화관(자세히),2016.12.17,24개월이상 관람가능,2016.12.17,,22.2%,77.8%,0%,8.9%,73.4%,16.5%,0.6%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16012480,판매종료
6835,김수로프로젝트20탄 뮤지컬〈로미오와 줄리엣〉,뮤지컬,두산아트센터 연강홀(자세히),2016.12.16 ~2017.03.05,만 13세이상,2016.12.16 ~2017.03.05,112,10.7%,89.3%,6%,37.8%,35.5%,16.6%,3.4%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014972,판매종료
6836,뮤지컬 나에게만 들리는 목소리 나.들.목 - 부산,뮤지컬,해운대문화회관 고운홀(자세히),2016.12.16 ~2017.01.22,만 8세이상,2016.12.16 ~2017.01.22,1,61.5%,38.5%,15.4%,30.8%,46.2%,0%,7.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015630,판매종료
6837,김수로 Curated 07 뮤지컬 〈스모크〉,뮤지컬,현대카드 UNDERSTAGE(자세히),2016.12.16 ~2016.12.22,만 12세이상,2016.12.16 ~2016.12.22,32,3.8%,96.2%,3.8%,44.9%,40.9%,8.1%,1.3%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014700,판매종료
6838,뮤지컬〈노트르담 드 파리〉- 성남,뮤지컬,성남아트센터 오페라하우스(자세히),2016.12.16 ~2016.12.18,만 7세이상,2016.12.16 ~2016.12.18,66,20.4%,79.6%,4.9%,25.3%,34.8%,26.9%,7.2%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16012547,판매종료
6839,가족뮤지컬 〈뽀로로와 노래해요〉 - 대구,뮤지컬,대구북구 어울아트센터(자세히),2016.12.16 ~2016.12.18,20개월이상 관람가능,2016.12.16 ~2016.12.18,7,20.1%,79.9%,0%,12.2%,81.9%,4.9%,0.5%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16011186,판매종료
6840,어린이 국악 뮤지컬 “제비씨의 크리스마스”,뮤지컬,구로아트밸리 예술극장(자세히),2016.12.16 ~2016.12.18,36개월이상 관람가능,2016.12.16 ~2016.12.18,,23.8%,76.2%,0%,9.5%,61.9%,23.8%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014871,판매종료
6841,뮤지컬 〈패션 꼬레아〉- 대구,뮤지컬,대구문화예술회관 팔공홀 (대극장)(자세히),2016.12.16 ~2016.12.18,만 8세이상,2016.12.16 ~2016.12.18,,25%,75%,25%,25%,12.5%,25%,12.5%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014355,판매종료
6842,뮤지컬〈정글라이프〉 - 대전,뮤지컬,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16013953,판매취소
6843,뮤지컬〈그날들〉- 구리,뮤지컬,구리아트홀 코스모스 대극장(자세히),2016.12.16 ~2016.12.17,미취학아동입장불가,2016.12.16 ~2016.12.17,33,9.3%,90.7%,6.1%,26.5%,33.6%,29.7%,3.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16013176,판매종료
6844,뮤지컬 “파리넬리” - 목포,뮤지컬,목포시민문화체육센터 대공연장(자세히),2016.12.16 ~2016.12.17,만 12세이상,2016.12.16 ~2016.12.17,4,20.7%,79.3%,6.7%,22%,38%,24%,9.3%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014109,판매종료
6845,뮤지컬 〈로기수〉 - 부천,뮤지컬,복사골문화센터 아트홀(자세히),2016.12.16 ~2016.12.17,만 13세이상,2016.12.16 ~2016.12.17,3,23.1%,76.9%,7.7%,26.9%,38.5%,25%,1.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16007587,판매종료
6846,뮤지컬 〈빨래〉 - 경기 광주,뮤지컬,남한산성아트홀 대극장(자세히),2016.12.16 ~2016.12.17,만 13세이상,2016.12.16 ~2016.12.17,2,24.8%,75.2%,1.9%,23.8%,36.2%,21.9%,4.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16012746,판매종료
6847,뮤지컬〈보디가드〉공연예매권,뮤지컬,LG아트센터(자세히),2016.12.15 ~2017.03.05,만 7세이상,2016.12.15 ~2017.03.05,8,44.4%,55.6%,0%,5.6%,44.4%,33.3%,11.1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014113,판매종료
6848,뮤지컬〈전설의 리틀 농구단〉－안산,뮤지컬,안산문화예술의전당 별무리극장(자세히),2016.12.15 ~2016.12.17,만 7세이상,2016.12.15 ~2016.12.17,,30.8%,69.2%,0%,76.9%,7.7%,15.4%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014224,판매종료
6849,뮤지컬 〈콩칠팔 새삼륙〉,뮤지컬,대학로 아트원씨어터 1관(자세히),2016.12.14 ~2017.01.08,만 13세이상,2016.12.14 ~2017.01.08,28,2.8%,97.2%,6.2%,62.2%,24.8%,5.5%,0.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014581,판매종료
6850,뮤지컬 〈공룡이 살아있다〉 - 강동아트센터,뮤지컬,강동아트센터 대극장 한강(자세히),2016.12.13 ~2017.01.30,24개월이상 관람가능,2016.12.13 ~2017.01.30,11,24.6%,75.4%,0%,1.7%,71.6%,25.5%,1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16011657,판매종료
6851,행복을 파는 뮤지컬 - 담배가게 아가씨 -대구,뮤지컬,대구수성아트피아 무학홀(자세히),2016.12.13 ~2016.12.18,만 8세이상,2016.12.13 ~2016.12.18,2,31.9%,68.1%,0%,18.1%,48.6%,27.8%,2.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16011668,판매종료
6852,장일범과 함께하는 오페라＆뮤지컬 판타지,클래식/오페라,반석아트홀(자세히),2016.12.13,만 7세이상,2016.12.13,,11.8%,88.2%,0%,5.9%,29.4%,52.9%,11.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16013929,판매종료
6853,＂2016＂성탄특선가족뮤지컬 빨간코루돌프와산타클로스 - 부천,뮤지컬,오정아트홀(자세히),2016.12.11,전체관람가,2016.12.11,1,14%,86%,0%,2.3%,76.7%,20.9%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014090,판매종료
6854,어린이가족뮤지컬 〈호두까기 인형〉 - 통영,뮤지컬,통영시민문화회관 대극장(자세히),2016.12.11,전체관람가,2016.12.11,,20%,80%,0%,6.7%,70%,23.3%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16012823,판매종료
6855,뮤지컬 그날들 - 수원,뮤지컬,경기도문화의전당 대극장(자세히),2016.12.10 ~2016.12.11,만 7세이상,2016.12.10 ~2016.12.11,57,18.9%,81.1%,6.2%,30.1%,31.8%,26%,4.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16013640,판매종료
6856,패밀리쇼! 뮤지컬〈캐리와 장난감 친구들_앵콜!〉 - 경산,뮤지컬,영남대 천마아트센터 그랜드홀(자세히),2016.12.10 ~2016.12.11,24개월이상 관람가능,2016.12.10 ~2016.12.11,13,24.8%,75.2%,0.1%,6.1%,75.7%,16.7%,0.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16010574,판매종료
6857,가족뮤지컬 〈뽀로로와 노래해요〉 - 인천,뮤지컬,남동소래아트홀 대공연장(자세히),2016.12.10 ~2016.12.11,전체관람가,2016.12.10 ~2016.12.11,4,22.8%,77.2%,0%,9.1%,82.3%,6.8%,1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16012015,판매종료
6858,가족뮤지컬 “레이디버그” - 거제,뮤지컬,거제문화예술회관 대극장(자세히),2016.12.10 ~2016.12.11,전체관람가,2016.12.10 ~2016.12.11,3,25.2%,74.8%,0.2%,4.7%,81.1%,12%,1.1%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16012790,판매종료
6859,［춘천］가족동물뮤지컬：워킹공룡애니멀매직쇼,뮤지컬,춘천인형극장 대극장(자세히),2016.12.10 ~2016.12.11,전체관람가,2016.12.10 ~2016.12.11,2,20%,80%,0%,8%,73.3%,17.3%,1.3%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16010402,판매종료
6860,프린세스 공주 뮤지컬 쇼 - 파주운정행복센터,뮤지컬,파주 운정행복센터(자세히),2016.12.10 ~2016.12.11,24개월이상 관람가능,2016.12.10 ~2016.12.11,,24.1%,75.9%,0%,4.1%,81.2%,14.1%,0.6%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014019,판매종료
6861,가족뮤지컬 “겨울왕국 콘서트” - 수원,뮤지컬,수원SK아트리움 소공연장(자세히),2016.12.10 ~2016.12.11,24개월이상 관람가능,2016.12.10 ~2016.12.11,,26.4%,73.6%,0%,7.1%,75.7%,17.1%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16011406,판매종료
6862,2016 가족뮤지컬 피노키오 - 제주,뮤지컬,설문대여성문화센터(자세히),2016.12.10 ~2016.12.11,24개월이상 관람가능,2016.12.10 ~2016.12.11,,17.1%,82.9%,0.8%,5.4%,82.9%,10.1%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16012478,판매종료
6863,어린이베스트셀러뮤지컬 ＇책먹는여우＇- 경기 광주,뮤지컬,남한산성아트홀 소극장(자세히),2016.12.10,24개월이상 관람가능,2016.12.10,3,22.2%,77.8%,0%,0%,88.9%,11.1%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16012988,판매종료
6864,2016 성탄 가족뮤지컬＂호두까기인형＂-강서,뮤지컬,강서구민회관 우장홀(자세히),2016.12.10,24개월이상 관람가능,2016.12.10,,35.1%,64.9%,0%,0%,73%,27%,0%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16014831,판매종료
6865,슈퍼 스테이지 더 뮤지컬 스타 - 인천,콘서트,인천서구문화회관 대공연장(자세히),2016.12.10,48개월이상 관람가능,2016.12.10,,42.9%,57.1%,0%,9.5%,47.6%,28.6%,4.8%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16013954,판매종료
6866,가족뮤지컬 “빨간코 루돌프와 산타크로스” - 서산,뮤지컬,서산시문화회관 대공연장(자세히),2016.12.10,24개월이상 관람가능,2016.12.10,,32.9%,67.1%,0%,8.6%,78.6%,8.6%,2.9%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16013110,판매종료
6867,뮤지컬 〈노트르담 드 파리〉-광주,뮤지컬,광주문화예술회관 대극장(자세히),2016.12.09 ~2016.12.11,만 7세이상,2016.12.09 ~2016.12.11,33,24.4%,75.6%,5.8%,26.5%,35.7%,26.5%,4.7%,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16011624,판매종료
